Name,Sex,Age,Height,Weight,NOC,Games,Sport,Event,Year,Season,City,Medal
Harry Leslie Aikines-Aryeetey,M,27.0,180.0,87.0,GBR,2016 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Sophie Claire Ainsworth,F,27.0,173.0,68.0,GBR,2016 Summer,Sailing,Sailing Women's Skiff,2016,Summer,Rio de Janeiro,No Medal
Saiyidah Aisyah Mohamed Rafa'ee,F,28.0,173.0,68.0,SGP,2016 Summer,Rowing,Rowing Women's Single Sculls,2016,Summer,Rio de Janeiro,No Medal
Rachid Ait Atmane,M,23.0,190.0,76.0,ALG,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Anasse At El Abdia,M,23.0,180.0,66.0,MAR,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Zied Ait Ouagram,M,27.0,191.0,75.0,MAR,2016 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Samir At Sad,M,26.0,167.0,65.0,FRA,2016 Summer,Gymnastics,Gymnastics Men's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Souad At Salem (-Mahour-Bacha),F,37.0,158.0,50.0,ALG,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Efe Ajagba,M,22.0,190.0,,NGR,2016 Summer,Boxing,Boxing Men's Super-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
"Oluwafemi ""Junior"" Ajayi",M,20.0,172.0,79.0,NGR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,Bronze
Astrit Ajdarevi,M,26.0,190.0,80.0,SWE,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,CAN,2016 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,Bronze
Stella Akakpo,F,22.0,166.0,60.0,FRA,2016 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Meryem (Mirriam Jepchirchir-) Akda (Mayo-),F,23.0,171.0,51.0,TUR,2016 Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Tark Langat Akda,M,28.0,176.0,60.0,TUR,2016 Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Taha Akgl,M,25.0,192.0,125.0,TUR,2016 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,Gold
Svitlana Viktorivna Akhadova,F,23.0,170.0,69.0,UKR,2016 Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",2016,Summer,Rio de Janeiro,No Medal
Habibollah Jomeh Akhlaghi,M,31.0,175.0,90.0,IRI,2016 Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Murodzhon Kakharovich Akhmadaliyev,M,21.0,165.0,56.0,UZB,2016 Summer,Boxing,Boxing Men's Bantamweight,2016,Summer,Rio de Janeiro,Bronze
Artur Kamilevich Akhmatkhuzin,M,28.0,187.0,79.0,RUS,2016 Summer,Fencing,"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Morolake Akinosun,F,22.0,163.0,61.0,USA,2016 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,Gold
Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,USA,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,Bronze
Jonathan Akinyemi,M,27.0,188.0,85.0,NGR,2016 Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",2016,Summer,Rio de Janeiro,No Medal
Teruyoshi Akiyama,M,44.0,168.0,65.0,JPN,2016 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2016,Summer,Rio de Janeiro,No Medal
Malika Al-Akkaoui,F,28.0,160.0,49.0,MAR,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Halil Akka,M,33.0,175.0,58.0,TUR,2016 Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
"Joshua Emmanuel ""Josh"" Akognon",M,30.0,189.0,83.0,NGR,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Daniel Akpeyi,M,30.0,187.0,80.0,NGR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,Bronze
Ahmed Akram Abbas Mahmoud,M,19.0,188.0,80.0,EGY,2016 Summer,Swimming,Swimming Men's 400 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Youssef Akrout,M,25.0,180.0,78.0,TUN,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Monica Aksamit,F,26.0,183.0,74.0,USA,2016 Summer,Fencing,"Fencing Women's Sabre, Team",2016,Summer,Rio de Janeiro,Bronze
Sonia Aktar,F,19.0,,,BAN,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Shirin Akter,F,21.0,159.0,50.0,BAN,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Hussein Al-Aameri,M,25.0,177.0,80.0,IRQ,2016 Summer,Judo,Judo Men's Half-Middleweight,2016,Summer,Rio de Janeiro,No Medal
Ahmad Al-Afasi,M,33.0,,,IOA,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,No Medal
Mazoon Khalfan Saleh Al-Alawi,F,18.0,182.0,,OMA,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Tariq Ahmed Al-Amri,M,25.0,165.0,49.0,KSA,2016 Summer,Athletics,"Athletics Men's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Atallah Al-Anazi,M,28.0,174.0,74.0,KSA,2016 Summer,Shooting,"Shooting Men's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Mary Al-Atrash,F,22.0,170.0,57.0,PLE,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Nasser Salih Nasser Abdullah Al-Attiya,M,45.0,178.0,82.0,QAT,2016 Summer,Shooting,Shooting Men's Skeet,2016,Summer,Rio de Janeiro,No Medal
Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,QAT,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Ayesha Shahriyar Mohammed Al-Balooshi,F,24.0,160.0,57.0,UAE,2016 Summer,Weightlifting,Weightlifting Women's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Wadha Bint Nasir Al-Balushi,F,26.0,160.0,75.0,OMA,2016 Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,162.0,53.0,UAE,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Sultan Mubarak M. Al-Dawoodi,M,31.0,192.0,86.0,KSA,2016 Summer,Athletics,Athletics Men's Discus Throw,2016,Summer,Rio de Janeiro,No Medal
Fehaid Al-Deehani,M,49.0,178.0,95.0,IOA,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,Gold
Mohsen Hussain Al-Duhaylib,M,22.0,163.0,69.0,KSA,2016 Summer,Weightlifting,Weightlifting Men's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Abdulrahman Al-Faihan,M,30.0,,,IOA,2016 Summer,Shooting,Shooting Men's Trap,2016,Summer,Rio de Janeiro,No Medal
Dalal Masfir Al-Harith,F,16.0,160.0,55.0,QAT,2016 Summer,Athletics,Athletics Women's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,OMA,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Khaled Al-Kaabi,M,31.0,168.0,85.0,UAE,2016 Summer,Shooting,Shooting Men's Double Trap,2016,Summer,Rio de Janeiro,No Medal
Obada Al-Kasbeh,M,22.0,166.0,64.0,JOR,2016 Summer,Boxing,Boxing Men's Light-Welterweight,2016,Summer,Rio de Janeiro,No Medal
Mohammed Riyadh Al-Khafaji,M,22.0,181.0,75.0,IRQ,2016 Summer,Rowing,Rowing Men's Single Sculls,2016,Summer,Rio de Janeiro,No Medal
Hajar Saeed Saad Sowaid Al-Khaldi,F,21.0,160.0,45.0,BRN,2016 Summer,Athletics,Athletics Women's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Hamed Said Al-Khatri,M,31.0,173.0,68.0,OMA,2016 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,QAT,2016 Summer,Swimming,Swimming Men's 100 metres Backstroke,2016,Summer,Rio de Janeiro,No Medal
Fatema Abdul Muhsin Al-Mahmeed,F,17.0,167.0,60.0,BRN,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Saeed bin Hasher Al-Maktoum,M,39.0,176.0,88.0,UAE,2016 Summer,Shooting,Shooting Men's Skeet,2016,Summer,Rio de Janeiro,No Medal
Khaled Al-Mudhaf,M,38.0,164.0,105.0,IOA,2016 Summer,Shooting,Shooting Men's Trap,2016,Summer,Rio de Janeiro,No Medal
Lubna Al-Omair,F,29.0,152.0,45.0,KSA,2016 Summer,Fencing,"Fencing Women's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Moukheld Mahil F. Al-Outaibi,M,40.0,163.0,60.0,KSA,2016 Summer,Athletics,"Athletics Men's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Abdullah Al-Rashidi,M,52.0,183.0,83.0,IOA,2016 Summer,Shooting,Shooting Men's Skeet,2016,Summer,Rio de Janeiro,Bronze
Bassel Al-Rayes,M,37.0,180.0,95.0,QAT,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Ali Yousef Al-Rumaihi,M,34.0,177.0,86.0,QAT,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Yaaqoub Al-Saadi,M,20.0,175.0,62.0,UAE,2016 Summer,Swimming,Swimming Men's 100 metres Backstroke,2016,Summer,Rio de Janeiro,No Medal
Mayada Al-Sayad,F,23.0,,,PLE,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Abdulaziz Al-Shatti,M,25.0,,,IOA,2016 Summer,Fencing,"Fencing Men's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
Hicham Al-Siguni,M,23.0,172.0,61.0,MAR,2016 Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Sheikh Ali bin Khalid Al-Thani,M,33.0,194.0,73.0,QAT,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Saud Al-Zaabi,M,27.0,,,UAE,2016 Summer,Athletics,"Athletics Men's 1,500 metres",2016,Summer,Rio de Janeiro,No Medal
Alaa Ali Mhawi,M,20.0,178.0,68.0,IRQ,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Ayman Alaa El-Din Mohamed Fayez,M,25.0,181.0,72.0,EGY,2016 Summer,Fencing,"Fencing Men's epee, Individual",2016,Summer,Rio de Janeiro,No Medal
Marina Alabau Neira,F,30.0,164.0,55.0,ESP,2016 Summer,Sailing,Sailing Women's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Salima El Ouali Al-Alami,F,32.0,179.0,58.0,MAR,2016 Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,No Medal
Nima Alamian,M,23.0,174.0,70.0,IRI,2016 Summer,Table Tennis,Table Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Noshad Alamian Darounkolaei,M,24.0,170.0,67.0,IRI,2016 Summer,Table Tennis,Table Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Julian Alaphilippe,M,24.0,173.0,62.0,FRA,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Ricard Alarcn Tevar,M,24.0,188.0,110.0,ESP,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Fernando Alarza Vicente,M,25.0,178.0,67.0,ESP,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Rafael Yunier Alba Castillo,M,22.0,202.0,87.0,CUB,2016 Summer,Taekwondo,Taekwondo Men's Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Matas Albarracn,M,36.0,174.0,65.0,ARG,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Michael Albasini,M,35.0,172.0,67.0,SUI,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Il Alben,F,30.0,172.0,62.0,TUR,2016 Summer,Basketball,Basketball Women's Basketball,2016,Summer,Rio de Janeiro,No Medal
Markel Alberdi Sarobe,M,24.0,187.0,76.0,ESP,2016 Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,Summer,Rio de Janeiro,No Medal
Fiona Albert,F,25.0,174.0,70.0,AUS,2016 Summer,Rowing,Rowing Women's Coxed Eights,2016,Summer,Rio de Janeiro,No Medal
Agustina Albertario,F,23.0,165.0,55.0,ARG,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Nely Carla Alberto Francisca,F,33.0,179.0,90.0,ESP,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Islam-Beka Said-Tsilimovich Albiyev,M,27.0,165.0,66.0,RUS,2016 Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Radu Albot,M,26.0,175.0,70.0,MDA,2016 Summer,Tennis,Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Samuel Albrecht,M,34.0,180.0,71.0,BRA,2016 Summer,Sailing,Sailing Mixed Multihull,2016,Summer,Rio de Janeiro,No Medal
Gustavo Barreiros de Albuquerque,M,25.0,172.0,85.0,BRA,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Aurelie Alcindor,F,22.0,169.0,47.0,MRI,2016 Summer,Athletics,Athletics Women's 200 metres,2016,Summer,Rio de Janeiro,No Medal
Olympia Aldersey,F,24.0,183.0,75.0,AUS,2016 Summer,Rowing,Rowing Women's Coxed Eights,2016,Summer,Rio de Janeiro,No Medal
Mark David Aldred,M,29.0,188.0,71.0,GBR,2016 Summer,Rowing,Rowing Men's Lightweight Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
David Alegre Biosca,M,31.0,184.0,75.0,ESP,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,No Medal
Jo Qesem Ayela Aleh,F,30.0,171.0,58.0,NZL,2016 Summer,Sailing,Sailing Women's Two Person Dinghy,2016,Summer,Rio de Janeiro,Silver
Eric Javier Alejandro,M,30.0,180.0,81.0,PUR,2016 Summer,Athletics,Athletics Men's 400 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Aleksandr Aleksandrov,M,26.0,189.0,93.0,AZE,2016 Summer,Rowing,Rowing Men's Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Daniel Tihomirov Aleksandrov,M,24.0,182.0,81.0,BUL,2016 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Artur Aleksanyan,M,24.0,190.0,98.0,ARM,2016 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,Gold
Ruben Aleksanyan,M,26.0,180.0,150.0,ARM,2016 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Yana Ivanovna Alekseevna,F,28.0,169.0,60.0,AZE,2016 Summer,Boxing,Boxing Women's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Yevgeny Petrovich Alekseyev,M,38.0,186.0,93.0,KAZ,2016 Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2016,Summer,Rio de Janeiro,No Medal
Milan Aleksi,M,30.0,193.0,96.0,SRB,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,Gold
Habitam Alemu,F,19.0,171.0,52.0,ETH,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Kineke Alicia Alexander,F,30.0,178.0,65.0,VIN,2016 Summer,Athletics,Athletics Women's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Alexandra Priscila do Nascimento,F,34.0,177.0,68.0,BRA,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Anna-Maria Alexandri,F,18.0,170.0,48.0,AUT,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,2016,Summer,Rio de Janeiro,No Medal
Eirini-Marina Alexandri,F,18.0,171.0,50.0,AUT,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,2016,Summer,Rio de Janeiro,No Medal
Khaido Alexouli,F,25.0,180.0,60.0,GRE,2016 Summer,Athletics,Athletics Women's Long Jump,2016,Summer,Rio de Janeiro,No Medal
Alin Alexuc-Ciurariu,M,26.0,191.0,105.0,ROU,2016 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Abdoul Razak Issoufou Alfaga,M,21.0,207.0,90.0,NIG,2016 Summer,Taekwondo,Taekwondo Men's Heavyweight,2016,Summer,Rio de Janeiro,Silver
Natalia Alfaro Paniagua,F,29.0,165.0,59.0,CRC,2016 Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2016,Summer,Rio de Janeiro,No Medal
Linda Camilla Algotsson,F,44.0,162.0,50.0,SWE,2016 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",2016,Summer,Rio de Janeiro,No Medal
Sara Anneli Algotsson Ostholt,F,41.0,163.0,56.0,SWE,2016 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",2016,Summer,Rio de Janeiro,No Medal
Ahmed Ali,M,22.0,173.0,75.0,SUD,2016 Summer,Athletics,Athletics Men's 200 metres,2016,Summer,Rio de Janeiro,No Medal
Kame Ali,M,32.0,185.0,84.0,MAD,2016 Summer,Athletics,Athletics Men's 110 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Annabel Laure Ali,F,31.0,176.0,75.0,CMR,2016 Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Mehboob Ali,M,26.0,,,PAK,2016 Summer,Athletics,Athletics Men's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Muhammad Ali,M,20.0,173.0,52.0,GBR,2016 Summer,Boxing,Boxing Men's Flyweight,2016,Summer,Rio de Janeiro,No Medal
Nia Sifaatihii Ali,F,27.0,170.0,65.0,USA,2016 Summer,Athletics,Athletics Women's 100 metres Hurdles,2016,Summer,Rio de Janeiro,Silver
Ali Adnan Kadhim Nassir Al-Tameemi,M,22.0,185.0,71.0,IRQ,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Ali Faez Atia,M,21.0,180.0,75.0,IRQ,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Bibiro Ali Taher,F,28.0,160.0,44.0,CHA,2016 Summer,Athletics,"Athletics Women's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Hamza Ali,M,37.0,186.0,130.0,BIH,2016 Summer,Athletics,Athletics Men's Shot Put,2016,Summer,Rio de Janeiro,No Medal
Zhanibek Alimkhanuly,M,23.0,182.0,75.0,KAZ,2016 Summer,Boxing,Boxing Men's Middleweight,2016,Summer,Rio de Janeiro,No Medal
Aline Villares Reis,F,27.0,162.0,60.0,BRA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Aleksey Aleksandrovich Alipov,M,40.0,175.0,80.0,RUS,2016 Summer,Shooting,Shooting Men's Trap,2016,Summer,Rio de Janeiro,No Medal
Alison Conte Cerutti,M,30.0,203.0,106.0,BRA,2016 Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,2016,Summer,Rio de Janeiro,Gold
Pirmammad Sadiyarovich Aliyev,M,18.0,170.0,63.0,KAZ,2016 Summer,Trampolining,Trampolining Men's Individual,2016,Summer,Rio de Janeiro,No Medal
Kimia Alizadeh Zenoorin,F,18.0,185.0,57.0,IRI,2016 Summer,Taekwondo,Taekwondo Women's Featherweight,2016,Summer,Rio de Janeiro,Bronze
Antonio Alkana,M,26.0,183.0,76.0,RSA,2016 Summer,Athletics,Athletics Men's 110 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Jasmine Alkhaldi,F,23.0,180.0,60.0,PHI,2016 Summer,Swimming,Swimming Women's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Fatim Alkrmova,F,14.0,175.0,60.0,AZE,2016 Summer,Swimming,Swimming Women's 100 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Claire Allan,F,31.0,170.0,65.0,GBR,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Florence Allan,F,18.0,168.0,57.0,CAY,2016 Summer,Sailing,Sailing Women's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Heba Allejji,F,19.0,,,SYR,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Devon Allen,M,21.0,185.0,84.0,USA,2016 Summer,Athletics,Athletics Men's 110 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Nathon Allen,M,20.0,178.0,,JAM,2016 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,2016,Summer,Rio de Janeiro,Silver
Daniel Allerstorfer,M,23.0,183.0,130.0,AUT,2016 Summer,Judo,Judo Men's Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Laura Colleen Gloria Alleway,F,26.0,178.0,72.0,AUS,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Martin Allikvee,M,21.0,182.0,77.0,EST,2016 Summer,Swimming,Swimming Men's 200 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Olivia Elizabeth N. Allison-Federici,F,26.0,169.0,54.0,GBR,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,2016,Summer,Rio de Janeiro,No Medal
Andrique Allisop,M,23.0,171.0,60.0,SEY,2016 Summer,Boxing,Boxing Men's Lightweight,2016,Summer,Rio de Janeiro,No Medal
Jenny Alm,F,27.0,184.0,80.0,SWE,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Miguel ngel Almachi Condo,M,31.0,165.0,55.0,ECU,2016 Summer,Athletics,Athletics Men's Marathon,2016,Summer,Rio de Janeiro,No Medal
Rose Mary Almanza Blanco,F,24.0,165.0,53.0,CUB,2016 Summer,Athletics,Athletics Women's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Brandonn Pierry Cruz de Almeida,M,19.0,186.0,73.0,BRA,2016 Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",2016,Summer,Rio de Janeiro,No Medal
Csar Augusto Oliveira de Almeida,M,27.0,188.0,98.0,BRA,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Jlio Antonio de Sourza e Almeida,M,46.0,180.0,90.0,BRA,2016 Summer,Shooting,"Shooting Men's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Kaio Mrcio Ferreira Costa de Almeida,M,31.0,177.0,75.0,BRA,2016 Summer,Swimming,Swimming Men's 200 metres Butterfly,2016,Summer,Rio de Janeiro,No Medal
Luiza Tavares de Almeida,F,24.0,168.0,58.0,BRA,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Pedro Manuel Tavares de Almeida,M,22.0,176.0,78.0,BRA,2016 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",2016,Summer,Rio de Janeiro,No Medal
Teresa Patrcia Almeida,F,28.0,170.0,98.0,ANG,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Ives Gonzlez Alonso,M,35.0,191.0,102.0,BRA,2016 Summer,Water Polo,Water Polo Men's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Kirstie Elaine Alora,F,26.0,173.0,67.0,PHI,2016 Summer,Taekwondo,Taekwondo Women's Heavyweight,2016,Summer,Rio de Janeiro,No Medal
"Mikhail Surenovich ""Misha"" Aloyan",M,27.0,164.0,52.0,RUS,2016 Summer,Boxing,Boxing Men's Flyweight,2016,Summer,Rio de Janeiro,No Medal
Mustafa Alsaltialkrad,M,29.0,186.0,90.0,QAT,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Malin Therse Alshammar,F,38.0,180.0,64.0,SWE,2016 Summer,Swimming,Swimming Women's 50 metres Freestyle,2016,Summer,Rio de Janeiro,No Medal
Julio Alsogaray,M,36.0,180.0,81.0,ARG,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Ida Alstad,F,31.0,172.0,60.0,NOR,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,Bronze
Tabea Lara Alt,F,16.0,158.0,50.0,GER,2016 Summer,Gymnastics,Gymnastics Women's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Maria Suelen Altheman,F,27.0,175.0,110.0,BRA,2016 Summer,Judo,Judo Women's Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Pavlo Serhiyovych Altukhov,M,20.0,185.0,90.0,UKR,2016 Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",2016,Summer,Rio de Janeiro,No Medal
Alberto lvarez Muoz,M,25.0,191.0,78.0,MEX,2016 Summer,Athletics,Athletics Men's Triple Jump,2016,Summer,Rio de Janeiro,No Medal
Anita Alvarez,F,19.0,170.0,52.0,USA,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,2016,Summer,Rio de Janeiro,No Medal
Eduardo lvarez Aznar,M,32.0,173.0,67.0,ESP,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Estefana lvarez Piedrahita,F,21.0,162.0,60.0,COL,2016 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,2016,Summer,Rio de Janeiro,No Medal
